,536,CFT073,F11,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86,K-12,UMN026,UTI89
50804_yfcF_1,,,,,,,,,,,,,PROKKA_01139,,,,,,,
76481_pgaB,ECP_RS05175,c1162,AS527_RS02455,,PROKKA_03992,PROKKA_04811,,PROKKA_00993,PROKKA_00741,,PROKKA_02763,PROKKA_03671,PROKKA_04694,PROKKA_01000,PROKKA_04517,PROKKA_00323,PROKKA_03895,b1023,,UTI89_C1086
39802_topB_2,,,,,,,,,,,PROKKA_05701,,,,,PROKKA_04987 PROKKA_05033,,,ECUMN_p20013,
77498_gmm,ECP_RS10650,c2577,AS527_RS08210,PROKKA_01763,PROKKA_00385,PROKKA_00847,PROKKA_01595,,PROKKA_04490,PROKKA_04154,PROKKA_04079,PROKKA_02551,PROKKA_00881,PROKKA_02346,PROKKA_00861,PROKKA_01510,PROKKA_02636,b2051,ECUMN_2387,UTI89_C2325
49349_hypothetical_protein,,,,,,,,,,,,PROKKA_04383,,,,,,,,
77592_mglA,ECP_RS11140,c2683,AS527_RS19545,PROKKA_01918,PROKKA_00507,PROKKA_00950,PROKKA_01735,PROKKA_02196,PROKKA_04381,PROKKA_04040,PROKKA_04181,PROKKA_02449,PROKKA_00984,PROKKA_02479,PROKKA_00964,PROKKA_01612,PROKKA_02524,b2149,ECUMN_2482,UTI89_C2422
96637_hypothetical_protein,,,,,,,,,,,,,,,,,,,,UTI89_C2153
79028_recG,ECP_RS19100,c4477,AS527_RS00820,PROKKA_03544,PROKKA_02074,PROKKA_02653,PROKKA_03472,PROKKA_03776,PROKKA_02736,PROKKA_02452,PROKKA_00700,PROKKA_00839,PROKKA_02665,PROKKA_04337,PROKKA_02553,PROKKA_03148,,b3652,ECUMN_4168,UTI89_C4197
77540_gatY,ECP_RS10860,c2621,AS527_RS12410,PROKKA_01857,PROKKA_00451,PROKKA_00891,PROKKA_01648,PROKKA_02139,PROKKA_04441,PROKKA_04099,PROKKA_04121,PROKKA_02506,PROKKA_00927,PROKKA_02396,PROKKA_00907,PROKKA_01555,PROKKA_02587,b2096,ECUMN_2428,UTI89_C2369
9778_hypothetical_protein,ECP_RS01205,,AS527_RS08335,PROKKA_04668,,,,,,,PROKKA_01963,PROKKA_04478,,,,PROKKA_04420,PROKKA_04654,,ECUMN_0228,UTI89_C0251
45287_hypothetical_protein,,,,,,,,,,,,PROKKA_00102,,,,,,,,
22657_hybE_2,,,,,,,PROKKA_02740,,,,,,,,,,,,,
78221_gcvA,ECP_RS14260,c3378,AS527_RS18205,PROKKA_02580,PROKKA_01169,PROKKA_01631,PROKKA_02417,PROKKA_02844,PROKKA_03762,PROKKA_03413,PROKKA_05189,PROKKA_01768,PROKKA_01645,PROKKA_05499,PROKKA_01591,PROKKA_02220,PROKKA_01876,b2808,ECUMN_3137,UTI89_C3180
33392_yjcD_2,,,,,,,,,PROKKA_03667,PROKKA_03313,,,,,,PROKKA_02312,,,,
2577_Hypothetical_protein,,c2646,,,,,,,,,,,,,,,,,,
42840_Rhodococcus_equi_vir..,,,,,,,,,,,PROKKA_03174,,,,,,,,,
38952_pduD,,,,,,,,,,PROKKA_04217,,,,,PROKKA_00795,PROKKA_01443,,,ECUMN_2337,
78505_cyuA,ECP_RS16330,c3867,AS527_RS14185,PROKKA_02962,PROKKA_01523,PROKKA_02087,PROKKA_02868,PROKKA_03125,PROKKA_03320,PROKKA_03030,PROKKA_00115,PROKKA_01405,PROKKA_02094,PROKKA_04971,PROKKA_01974,PROKKA_02586,PROKKA_01396,b4470,ECUMN_3594,UTI89_C3545
9838_hypothetical_protein,,,,PROKKA_04733,,,,,,,,,,,,,,,ECUMN_0282,
34813_hypothetical_protein,,,,,,,,,PROKKA_05160,,,,,,,,,,,
77627_rsuA,ECP_RS11330,c2720,AS527_RS19730,PROKKA_01954,PROKKA_00542,PROKKA_00984,PROKKA_01774,PROKKA_02233,PROKKA_04346,PROKKA_04004,PROKKA_04215,PROKKA_02414,PROKKA_01018,PROKKA_02524,PROKKA_01001,PROKKA_01647,PROKKA_02488,b2183,ECUMN_2520,UTI89_C2460
77473_hisF,ECP_RS10535,c2552,AS527_RS01425,PROKKA_01735,PROKKA_00364,PROKKA_00820,PROKKA_01568,PROKKA_02069,PROKKA_04515,PROKKA_04181,PROKKA_04049,PROKKA_02578,PROKKA_00850,PROKKA_02316,PROKKA_00828,PROKKA_01477,PROKKA_02661,b2025,ECUMN_2367,UTI89_C2298
15239_yvgN_1,,,,,,PROKKA_00447,,PROKKA_01761,,,PROKKA_03625,PROKKA_02896,PROKKA_00444,PROKKA_01958,,PROKKA_01156,,,,
69574_fhuF_1,,,,,,,,,,,,,,,,PROKKA_04132,,,,
1427_ylcE,,c1475,AS527_RS22065,PROKKA_00887,,PROKKA_00012 PROKKA_05198,,PROKKA_00429,PROKKA_00438,,PROKKA_02930,,PROKKA_04858,,,,,,ECUMN_1367,UTI89_C1523
5396_Prophage_tail_length..,,,,PROKKA_00017,,,,,,,,,,,,,,,,
31890_ulaE_2,,,,,,,,,PROKKA_02075,,,,,,,,,,,
11573_hypothetical_protein,,,,,PROKKA_01249,,,,,,,,,,,,,,,
70474_hypothetical_protein,,,,,,,,,,,,,,,,,PROKKA_05295,,,
8749_nlpA,,,,PROKKA_03556,,,,PROKKA_03788,,,,,,,,,,,,
76371_lpxK,ECP_RS04670,,AS527_RS01965,PROKKA_00426,PROKKA_03882,PROKKA_04715,PROKKA_00246,PROKKA_00877,PROKKA_00837,,PROKKA_02668,PROKKA_03766,PROKKA_04598,PROKKA_00889,PROKKA_04420,,PROKKA_03988,b0915,ECUMN_1108,UTI89_C0986
76111_rsfS,ECP_RS03330,c0728,AS527_RS04965,PROKKA_00132,PROKKA_03597,PROKKA_04315,PROKKA_05115,PROKKA_00523,PROKKA_01110,PROKKA_00898,PROKKA_02390,PROKKA_04043,PROKKA_04328,PROKKA_00364,PROKKA_04137,PROKKA_04846,PROKKA_04274,b0637,ECUMN_0731,UTI89_C0639
79211_pepQ,ECP_RS20645,c4794,AS527_RS08505,PROKKA_03761,PROKKA_02281,PROKKA_02972,PROKKA_03710,PROKKA_03987,PROKKA_02492,PROKKA_02232,,PROKKA_00609,PROKKA_02904,PROKKA_05833,PROKKA_02776,PROKKA_03419,PROKKA_00580,b3847,ECUMN_4371,UTI89_C4432
77745_yfcH,ECP_RS11940,c2847,AS527_RS20335,PROKKA_02077,PROKKA_00648,PROKKA_01111,PROKKA_01892,PROKKA_02345,PROKKA_04221,PROKKA_03882,PROKKA_04409,PROKKA_02291,PROKKA_01143,PROKKA_02684,PROKKA_01124,PROKKA_01770,PROKKA_02362,b2304,ECUMN_2644,UTI89_C2588
25103_Transglycosylase_SLT..,,,,,,,,PROKKA_05091,,,,,,PROKKA_06232,PROKKA_05106,,,,,
76234_bioD,ECP_RS03980,c0858,AS527_RS05630,PROKKA_00272,PROKKA_03737,PROKKA_04461,PROKKA_00039,PROKKA_00668,PROKKA_00977,PROKKA_00753,PROKKA_02524,PROKKA_03906,PROKKA_04459,PROKKA_00545,PROKKA_04270,PROKKA_00011 PROKKA_04973,PROKKA_04142,b0778,ECUMN_0920,UTI89_C0776
39766_hypothetical_protein,,,,,,,,,,,PROKKA_05665,,,,,PROKKA_05010,,,,
94081_hypothetical_protein,,,AS527_RS23420,,,,,,,,,,,,,,,,,
57882_metB_2,,,,,,,,,,,,,,PROKKA_05967,,,,,,
14822_hypothetical_protein,,,,,,PROKKA_00010 PROKKA_05196,,,,,PROKKA_04466,,,,,,,,,
7089_Phage_tail_fiber_rep..,,,AS527_RS24375,PROKKA_01813,,,,,,,,,,,,,,,,
55399_DoxX,,,,,,,,,,,,,,PROKKA_00687,,,,,,
78533_yraH,,,,,PROKKA_01555,,PROKKA_02905,PROKKA_03093,,,,,,,,,,b3142,,
75902_panE,ECP_RS02420,c0536,AS527_RS04025,PROKKA_04916,PROKKA_03395,PROKKA_04110,PROKKA_04873,PROKKA_00251,PROKKA_01300,PROKKA_01092,PROKKA_02182,PROKKA_04232,PROKKA_04143,PROKKA_00142,PROKKA_03945,PROKKA_04657,PROKKA_04473,b0425,ECUMN_0464,UTI89_C0448
74_Hypothetical_protein,,c0078,,,,,,,,,,,,,,,,,,
44482_flu_4,,,,,,,,,,,PROKKA_04889,,,,,,,,,
83618_conserved_hypothetic..,ECP_RS17580,,AS527_RS17445,,,,,,,,,,,,,,,,ECUMN_3819,
78884_hdeA,ECP_RS18390,c4321,AS527_RS07955,PROKKA_03383,PROKKA_01910,PROKKA_02499,PROKKA_03294,PROKKA_03598,PROKKA_02892,PROKKA_02614,PROKKA_00535,PROKKA_00991,PROKKA_02514,PROKKA_04528,PROKKA_02403,PROKKA_03002,PROKKA_00969,b3510,ECUMN_4010,UTI89_C4041
78186_ygcW,ECP_RS14045,c3332,AS527_RS18395,PROKKA_02544,PROKKA_01132,PROKKA_01588,PROKKA_02375,,PROKKA_03801,PROKKA_03455,PROKKA_05236,PROKKA_01814,PROKKA_01608,PROKKA_05540,PROKKA_01544,PROKKA_02179,PROKKA_01920,b2774,ECUMN_3101,UTI89_C3137
76824_ydaV,,,AS527_RS22585,PROKKA_00837,,PROKKA_05144,,,,,,PROKKA_03282,,PROKKA_01405 PROKKA_06015,,,,b1360,,
79126_kup,ECP_RS20050,c4675,AS527_RS01335,PROKKA_03662,PROKKA_02181,PROKKA_02852,PROKKA_03602,PROKKA_03881,PROKKA_02617,PROKKA_02350,PROKKA_00801,PROKKA_00736,PROKKA_02783,PROKKA_04105,PROKKA_02653,PROKKA_03297,PROKKA_00703,b3747,ECUMN_4277,UTI89_C4302
63866_hypothetical_protein,,,,,,,,,,,,,,,PROKKA_03284,,,,,
58093_hypothetical_protein,,,,,,,,,,,,,,PROKKA_03166,,,,,,
13331_tilS_2,,,,,PROKKA_03119,,,PROKKA_00013 PROKKA_04807,,,PROKKA_01915,PROKKA_04525,PROKKA_03864,,,PROKKA_04373,,,,
10367_hypothetical_protein,,,,PROKKA_05282,,PROKKA_05258,,PROKKA_04841,,PROKKA_04872,PROKKA_05480,,,PROKKA_06172,,,PROKKA_05314,,ECUMN_p10127,UTI89_P088
39013_hypothetical_protein,,,,,,,,,,PROKKA_04285,,PROKKA_02693,,,,,,,,
366_Hypothetical_protein,,c0385,,,,,,,,,,,,,,,,,,UTI89_C0279
13002_hypothetical_protein,,,,,PROKKA_02776,,,,,,,,,PROKKA_02267,,,,,,
2432_Hypothetical_protein,ECP_RS10290,c2500,AS527_RS01830,PROKKA_01683,,PROKKA_00762 PROKKA_03512,PROKKA_04241,PROKKA_02024,PROKKA_04565,,PROKKA_03997,PROKKA_02627,PROKKA_00805,PROKKA_02269,,,PROKKA_01626,,ECUMN_4873,UTI89_C2250
58834_nrfB_1,,,,,,,,,,,,,,PROKKA_03939,,,,,,
1477_Hypothetical_protein,,c1525,,,,,,,PROKKA_00420,,PROKKA_03108,,PROKKA_04893,,,,PROKKA_03677,,,
76181_ybgD,,,,,,,,,,,,,,,,,,b0719,,
981_Hypothetical_protein,,c1008,,,,,,,,,,,,,,,,,,
79270_cpxA,ECP_RS20980,c4863,AS527_RS22880,PROKKA_03837,PROKKA_02355,PROKKA_03044,PROKKA_03793,PROKKA_04068,PROKKA_02419,PROKKA_02156,PROKKA_01010,PROKKA_00532,PROKKA_02975,PROKKA_05930,PROKKA_02849,PROKKA_03487,PROKKA_00511,b3911,ECUMN_4440,UTI89_C4495
18231_hypothetical_protein,,,,,,PROKKA_03608,,PROKKA_04556,,PROKKA_01623,,,,,PROKKA_03351,PROKKA_04111,,,,
29966_hypothetical_protein,,,,,,,,,PROKKA_00063,,,PROKKA_03170,PROKKA_00152,,,,,,,
82_Transposase,,c0086 c0198 c1291 c1384 c1738 c2622 c3152,,PROKKA_00064 PROKKA_00592 PROKKA_00611 PROKKA_00803 PROKKA_02255 PROKKA_03572 PROKKA_04712,,,,,,PROKKA_00221 PROKKA_00253 PROKKA_00428 PROKKA_00494 PROKKA_00644 PROKKA_04455 PROKKA_04461,PROKKA_05326,,,,PROKKA_01453,,,,ECUMN_1272 ECUMN_1535 ECUMN_2821 ECUMN_3488 ECUMN_4193,
68677_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_03176,,,,
46620_yghA_2,,,,,,,,,,,,PROKKA_01523,,,,,,,,
75918_ppiD,ECP_RS02505,c0557,AS527_RS04110,PROKKA_04933,PROKKA_03416,PROKKA_04127,PROKKA_04895,PROKKA_00271,PROKKA_01283,PROKKA_01072,PROKKA_02202,PROKKA_04215,PROKKA_04160,PROKKA_00161,PROKKA_03965,PROKKA_04674,PROKKA_04456,b0441,ECUMN_0481,UTI89_C0469
78305_bglA,ECP_RS14785,c3482,AS527_RS17675,PROKKA_02695,PROKKA_01296,PROKKA_01749,PROKKA_02541,PROKKA_02953,PROKKA_03647,PROKKA_03296,PROKKA_05078,PROKKA_01658,PROKKA_01749,PROKKA_05360,PROKKA_01703,PROKKA_02329,PROKKA_01761,b2901,ECUMN_3243,UTI89_C3287
18101_Transposase,,,,,,PROKKA_03476,,,,,,,,,,,,,,
30290_helix-turn-helix_pro..,,,AS527_RS03130,,,,,,PROKKA_00399,,,,PROKKA_04916,,,,PROKKA_03656,,,
76989_eamA,ECP_RS07740,c1961,AS527_RS16340,PROKKA_01147,PROKKA_04483,PROKKA_00224,PROKKA_01005,PROKKA_01537,PROKKA_05109,PROKKA_04794,PROKKA_03399,PROKKA_03110,PROKKA_00223,PROKKA_01628,PROKKA_00156,PROKKA_00930,PROKKA_03237,b1533,ECUMN_1801,UTI89_C1758
36441_creD_1,,,,,,,,,,PROKKA_01562,,,,,,,,,,
39686_virB,,,,,,,,,,,PROKKA_05569,,,,,,,,,
79068_dgoT,ECP_RS19765,c4612,AS527_RS01050,PROKKA_03603,PROKKA_02119,PROKKA_02795,PROKKA_03535,PROKKA_03820,PROKKA_02672,PROKKA_02406,PROKKA_00746,PROKKA_00792,PROKKA_02728,PROKKA_04171,PROKKA_02597,PROKKA_03238,PROKKA_00760,b3691,ECUMN_4222,UTI89_C4242
24898_lipB_2,,,,,,,PROKKA_05107,,,,,,,,,,,,,
51013_helix-turn-helix_pro..,,,,,,,,,,,,,PROKKA_01356,,,,,,,
53054_Transposase,,,,,,,,,,,,,PROKKA_03526,,,PROKKA_03833,,,,
78768_aroB,ECP_RS17715,c4159,AS527_RS07235,PROKKA_03223,PROKKA_01785,PROKKA_02367,PROKKA_03150,PROKKA_03471,PROKKA_03036,PROKKA_02751,PROKKA_00400,PROKKA_01127,PROKKA_02373,,,PROKKA_02866,PROKKA_01106,b3389,ECUMN_3847,UTI89_C3887
76908_mnaT,ECP_RS07390,c1873,AS527_RS16925,PROKKA_01042,PROKKA_04380,PROKKA_00164,PROKKA_00866,PROKKA_01442,PROKKA_00082,PROKKA_00071,PROKKA_03319,PROKKA_03181,PROKKA_00138,PROKKA_01519,PROKKA_00072,PROKKA_00816,PROKKA_03333,b1448,ECUMN_1697,UTI89_C1668
44037_hypothetical_protein,,,,,,,,,,,PROKKA_04427,,,,,,,,,
78906_bcsB,ECP_RS18510,c4344,AS527_RS00215,PROKKA_03414,PROKKA_01936,PROKKA_02524,PROKKA_03320,PROKKA_03623,PROKKA_02866,PROKKA_02587,PROKKA_05413 PROKKA_00562,PROKKA_00966,PROKKA_02539,PROKKA_04498,PROKKA_02429,PROKKA_03027,PROKKA_00943,b3532,ECUMN_4040,UTI89_C4064
72084_hypothetical_protein,,,,,,,,,,,,,,,,,PROKKA_01625,,,
55913_hypothetical_protein,,,,,,,,,,,,,,PROKKA_01217,,,,,,
60151_mtlA_4,,,,,,,,,,,,,,PROKKA_05321,,,,,,
4664_Putative_permease,ECP_RS20500,c4762,AS527_RS08650,,,PROKKA_02943,,,PROKKA_02522,PROKKA_02255,PROKKA_00900,PROKKA_00638,PROKKA_02875,PROKKA_05799,PROKKA_02753,PROKKA_03390,PROKKA_00610,,,UTI89_C4403
75682_tilS,ECP_RS00985,c0226,AS527_RS24470,PROKKA_04622,,PROKKA_03873,,,PROKKA_01652,PROKKA_01359,,,,,PROKKA_03612,,PROKKA_04700,b0188,ECUMN_0185,UTI89_C0203
43423_hypothetical_protein,,,,,,,,,,,PROKKA_03786,,,,,,,,,
38937_pduV_2,,,,,,,,,,PROKKA_04202,,,,,PROKKA_00808,PROKKA_01458,,,ECUMN_2352,
22309_queE_1,,,,,,,PROKKA_02379,,,,PROKKA_05227,,,,,,,,,
49354_Caudovirales_tail_fi..,,,,,,,,,,,,PROKKA_04388,,,,,,,,
75900_thiI,,c0534,AS527_RS04015,PROKKA_04914,PROKKA_03393,PROKKA_04108,PROKKA_04871,PROKKA_00249,PROKKA_01302,PROKKA_01094,PROKKA_02180,PROKKA_04234,PROKKA_04141,PROKKA_00140,PROKKA_03943,PROKKA_04655,,b0423,ECUMN_0462,UTI89_C0446
58683_dsbD_1,,,,,,,,,,,,,,PROKKA_03785,,,,,,
75290_hypothetical_protein,,,,,,,,,,,,,,,,,PROKKA_04978,,,
20386_pgaB_1,,,,,,,PROKKA_00365,,,,,,,,,,,,,
35287_dauA_1,,,,,,,,,,PROKKA_00347,,,,,PROKKA_04948,,,,,
34165_putative_glycosyl_tr..,,,,,,,,,PROKKA_04484,,,,,,,,,,,
11075_hypothetical_protein,,,,,PROKKA_00716,,,,,,,,,,,,,,,
99001_hypothetical_protein,,,,,,,,,,,,,,,,,,,,UTI89_C4582
78433_ygiB,ECP_RS15960,c3783,AS527_RS10970,PROKKA_02885,PROKKA_01445,PROKKA_02012,PROKKA_02780,PROKKA_03202,PROKKA_03397,PROKKA_03102,PROKKA_00040,PROKKA_01481,PROKKA_02017,PROKKA_05125,PROKKA_01898,PROKKA_02511,PROKKA_01475,b3037,ECUMN_3521,UTI89_C3471
63867_hypothetical_protein,,,,,,,,,,,,,,,PROKKA_03285,,,,,
10696_cbl,,,,,PROKKA_00322,,,,,,,,,,,,,,,
16894_gltB_1,,,,,,PROKKA_02190,,,,,,PROKKA_01303,,PROKKA_04855,PROKKA_02077,,,,,
93589_DUF2560_family_prote..,,,AS527_RS20675,,,,,,,,,,,,,,,,,UTI89_C2656
45825_wecF_2,,,,,,,,,,,,PROKKA_00688,,,,,,,,
36571_klcA_1,,,,,,,,,,PROKKA_01696,,,,,,,,,,
24301_speD_1,,,,,,,PROKKA_04486,,,,,,,PROKKA_03291,,,,,,
40183_kefC_1,,,,,,,,,,,PROKKA_00366,,,,,,PROKKA_01141,,,
12491_wecA_1,,,,,PROKKA_02216,,,PROKKA_03918,PROKKA_02584,PROKKA_02312,,,PROKKA_02815,,,,,,,
34352_hypothetical_protein,,,,,,,,,PROKKA_04680,,,,,,,,PROKKA_02820,,,
30492_hypothetical_protein,,,,,,,,,PROKKA_00611,,PROKKA_04021,,,,,,PROKKA_02688,,,
57632_hypothetical_protein,,,,,,,,,,,,,,PROKKA_06022,,,,,,
76842_ldhA,ECP_RS07165,c1827,AS527_RS24240,PROKKA_00987,PROKKA_04314,PROKKA_00120,PROKKA_00796,PROKKA_01373,PROKKA_00127,PROKKA_00111,PROKKA_03271,PROKKA_03222,PROKKA_00097,PROKKA_01468,PROKKA_00029,PROKKA_00775,PROKKA_03386,b1380,ECUMN_1647,UTI89_C1623
39239_hcpC_3,ECP_RS08720,,,,,,,,,PROKKA_04524,,,,,,,,,,
54765_Ankyrin_repeats_-3_c..,,,,,,,,,,,,,,PROKKA_00025,,,,,,
29425_hypothetical_protein,,,,,,,,PROKKA_04513,,,,,,,,,,,,
96783_wbdM,,,,,,,,,,,,,,,,,,,,UTI89_C2304
35178_hypothetical_protein,,,,,,,,,,PROKKA_00227,,,,,,,,,,UTI89_C2637
4423_Conserved_hypothetic..,,c4520,AS527_RS23405,,,,,,,,,,,,,,,,,
81254_conserved_hypothetic..,,,,,,,,,,,,,,,,,,,ECUMN_1358,
12592_hypothetical_protein,,,,,PROKKA_02332,,PROKKA_03767,PROKKA_04045,,,,,,,,,,,,
89223_hypothetical_protein,ECP_RS25990,,,,,,,,,,,,,,,,,,,UTI89_C4939
77877_yffM,,,,,,,,,,,,,,,,,,b2444,,
77135_ydhY,ECP_RS08265,c2068,AS527_RS15795,PROKKA_01322,PROKKA_04628,PROKKA_00337,PROKKA_01179,PROKKA_01654,PROKKA_04993,,PROKKA_03510,PROKKA_03006,PROKKA_00332,PROKKA_01834,PROKKA_00323,PROKKA_01043,PROKKA_03128,b1674,ECUMN_1963,UTI89_C1866
9695_Fimbrial_protein,,,,PROKKA_04576,,,,,,,,,,,,,,,ECUMN_0138,
58841_yjcD_1,,,,,,,,,,,,,,PROKKA_03946,,,,,,
36797_rpiB_1,,,,,,,,,,PROKKA_01931,,,,,,,,,,
75782_ykgR,ECP_RS01810,,AS527_RS03410,PROKKA_04783,PROKKA_03270,PROKKA_03991,PROKKA_04737,PROKKA_00115,PROKKA_01427,PROKKA_01210,PROKKA_02064,PROKKA_04345,PROKKA_04027,PROKKA_03023,PROKKA_03825,PROKKA_04542,PROKKA_04598,b4671,,
75967_qmcA,ECP_RS02765,c0610,AS527_RS04390,PROKKA_04990,PROKKA_03468,PROKKA_04182,PROKKA_04947,PROKKA_00324,,PROKKA_01020,PROKKA_02258,,PROKKA_04212,PROKKA_00221,PROKKA_04018,PROKKA_04729,PROKKA_04399,b0489,ECUMN_0536,UTI89_C0524
58348_creC_2,,,,,,,,,,,,,,PROKKA_03438,,,,,,
76899_ydcS,ECP_RS07345,c1864,AS527_RS13345,PROKKA_01029,PROKKA_04371,PROKKA_00156,PROKKA_00858,PROKKA_01431,PROKKA_00090,PROKKA_00079,PROKKA_03311,PROKKA_03189,PROKKA_00130,PROKKA_01512,PROKKA_00064,PROKKA_00808,PROKKA_03342,b1440,ECUMN_1688,UTI89_C1659
41308_hypothetical_protein,,,,,,,,,,,PROKKA_01560,,,,,,,,,
88528_type_IV_toxin-antito..,ECP_RS19575,,,,,,,,,,,,,,,,,,,
75772_ykgJ,ECP_RS01765,,AS527_RS03365,,,,,,,,,,,,,,,b0288,,UTI89_C0304
68999_Phage_tail_fiber_rep..,,,AS527_RS13160,,,,,,,,,,,,,PROKKA_03523,,,,
19158_hin_1,,,,,,PROKKA_04590,,,,,PROKKA_04467,,,,,,,,,UTI89_C0920
75921_queC,ECP_RS02520,c0560,AS527_RS04125,PROKKA_04936,PROKKA_03419,PROKKA_04130,PROKKA_04898,PROKKA_00274,PROKKA_01280,PROKKA_01069,PROKKA_02205,PROKKA_04212,PROKKA_04163,PROKKA_00164,PROKKA_03968,PROKKA_04677,PROKKA_04453,b0444,ECUMN_0484,UTI89_C0472
79374_yjbH,ECP_RS21660,c4997,AS527_RS11635,PROKKA_04014,PROKKA_02491,PROKKA_03182,PROKKA_03937,PROKKA_04205,PROKKA_02275,PROKKA_02006,PROKKA_01197,PROKKA_00393,PROKKA_03118,PROKKA_03990,PROKKA_02993,PROKKA_03672,PROKKA_00367,b4029,ECUMN_4562,UTI89_C4597
77549_rcnR,ECP_RS10905,c2632,AS527_RS13035,PROKKA_01867,PROKKA_00461,PROKKA_00901,PROKKA_01675,PROKKA_02149,PROKKA_04430,PROKKA_04088,PROKKA_04133,PROKKA_02495,PROKKA_00938,PROKKA_02420,PROKKA_00918,PROKKA_01565,PROKKA_02575,b2105,ECUMN_2437,UTI89_C2379
1755_Hypothetical_protein,ECP_RS07075,c1810,AS527_RS22505,,,PROKKA_00102,,,PROKKA_00143,PROKKA_00130,PROKKA_03257,PROKKA_03307,PROKKA_00081,,PROKKA_00009 PROKKA_05084,PROKKA_00760,PROKKA_03404,,,UTI89_C1608
10583_hypothetical_protein,,,,,PROKKA_00199,,,,,,,,,,,,,,,
6489_Bacterial_Ig-like_do..,,,AS527_RS25700,PROKKA_01176,,PROKKA_01427,,,,PROKKA_04765,,,,PROKKA_01668,PROKKA_00182,,PROKKA_04949,,ECUMN_1824,UTI89_C5125
77537_gatB,ECP_RS10845,c2618,AS527_RS12395,PROKKA_01854,PROKKA_00448,PROKKA_00888,PROKKA_01645,PROKKA_02135,PROKKA_04444,PROKKA_04114,PROKKA_04118,PROKKA_02509,PROKKA_00924,PROKKA_02392,PROKKA_00904,PROKKA_01552,PROKKA_02590,b2093,ECUMN_2425,UTI89_C2366
75826_lacZ,ECP_RS02085,c0459,AS527_RS03690,PROKKA_04840,PROKKA_03324,PROKKA_04040,PROKKA_04796,PROKKA_00173,PROKKA_01372,PROKKA_01160,PROKKA_02116,PROKKA_04295,PROKKA_04076,PROKKA_00059,PROKKA_03877,PROKKA_04592,PROKKA_04542,b0344,ECUMN_0387,UTI89_C0371
75441_hypothetical_protein,ECP_RS23200,,,,,,,,,,,,,,,,PROKKA_05136,,,
79083_yidD,ECP_RS19840,,AS527_RS01125,,,,,,,,,,,,,,,b4557,ECUMN_4236,UTI89_C4257
38180_hypothetical_protein,,,,,,,,,,PROKKA_03401,,,,,,,,,,
255_Hypothetical_protein,,c0265,,,,,,,,,,,,,,,,,,
5095_pgtA,ECP_RS15200,c5204,AS527_RS12735,,,,,,,PROKKA_03213,,,PROKKA_03280,,,,,,,
14911_emrB_1,,,,,,PROKKA_00105,,,,,,,,,,,PROKKA_03401,,,
13921_hypothetical_protein,,,,,PROKKA_03747,,,PROKKA_00678,,,,,,,,,,,,
20267_hypothetical_protein,,,,,,,PROKKA_00244,PROKKA_00875,,,,,,,,,,,,
70874_hypothetical_protein,,,,,,,,,,,,,,,,,PROKKA_00335,,,
39787_arsC_4,,,,,,,,,,,PROKKA_05686 PROKKA_04641,,,PROKKA_04271,,,,,,
79412_yjcF,,,,PROKKA_04051,PROKKA_02532,,PROKKA_03985,PROKKA_04249,,,,,,,,,,b4066,ECUMN_4602,
20565_Fels-1_Prophage_Prot..,,,,,,,PROKKA_00549,,,,,,,,,,,,,
75281_hypothetical_protein,,,,,,,,,,,,,,,,,PROKKA_04969,,,
75570_leuL,ECP_RS00400,c5492,AS527_RS25050,,,,,,,,,,,,,,,b0075,ECUMN_5050,UTI89_C0082
2401_Hypothetical_protein,ECP_RS10125,c2466,,,,,,,PROKKA_04602,,PROKKA_03961,,PROKKA_00772,,PROKKA_00758,PROKKA_01419,PROKKA_02750,,,UTI89_C2219
43867_yadA_2,,,,,,,,,,,PROKKA_04254,,,,,,,,,
51005_hypothetical_protein,,,,,,,,,,,,,PROKKA_01348,,,,,,,
3592_Hypothetical_protein,,c3674,,,,,,,,,,,,,,,,,,
9004_xerD_2,,,,PROKKA_03840,,,,,,,PROKKA_01013,,,,,PROKKA_03490,,,,
1080_Hypothetical_protein,,c1112,,,,,,,,,,,,,,,,,,
11570_hypothetical_protein,,,,,PROKKA_01246,,,,,,,,,,,,,,,
53015_Lactate_2-monooxygen..,ECP_RS19275,,,,,,,,,,,,PROKKA_03487,,,PROKKA_03871,PROKKA_05163,,,UTI89_C4909
70820_hypothetical_protein,,,,,,,,,,,,,,,,,PROKKA_00276,,,
86637_hypothetical_protein,ECP_RS26275,,,,,,,,,,,,,,,,,,,
91069_tssI,,,AS527_RS23880,,,,,,,,,,,,,,,,,
62310_recD_2,,,,,,,,,,,,,,,PROKKA_01634,PROKKA_02260,,,,
6083_slrP_1,,,,PROKKA_00742,,,,,,,,,,PROKKA_01165,,,,,ECUMN_1480,
79577_mpl,ECP_RS22825,c5331,AS527_RS21660,PROKKA_04266,PROKKA_02707,PROKKA_03435,PROKKA_04172,PROKKA_04423,PROKKA_02030,PROKKA_01779,PROKKA_01509,PROKKA_00146,PROKKA_03350,PROKKA_03672,PROKKA_03229,PROKKA_04013,PROKKA_00049,b4233,ECUMN_4766,UTI89_C4837
39166_rsmF_1,,,,,,,,,,PROKKA_04447,,,,,PROKKA_00490,,PROKKA_02947,,,
