,536,CFT073,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86,K-12,UMN026,UTI89
79379_malF,ECP_RS21685,c5003,PROKKA_04017,PROKKA_02495,PROKKA_03186,PROKKA_03941,PROKKA_04209,PROKKA_02271,PROKKA_02003,PROKKA_01201,PROKKA_00389,PROKKA_03122,PROKKA_03986,PROKKA_02997,PROKKA_03676,PROKKA_00363,b4033,ECUMN_4567,UTI89_C4603
77465_yefM,ECP_RS10500,c2545,PROKKA_01726,PROKKA_00356,PROKKA_00812,PROKKA_01560,PROKKA_02061,PROKKA_04524,PROKKA_04191,PROKKA_04041,PROKKA_02586,PROKKA_00842,PROKKA_02308,PROKKA_00820,PROKKA_01469,PROKKA_02670,b2017,,UTI89_C2291
49223_hypothetical_protein,,,,,,,,,,,PROKKA_04472,,,,PROKKA_04426,,,,
90817_hypothetical_protein,,,,,,,,,,,,,,,,,,,UTI89_C1471
77168_ydiV,ECP_RS08440,c2103,PROKKA_01359,PROKKA_00029,PROKKA_00372,PROKKA_01219,PROKKA_01691,PROKKA_04956,PROKKA_04582,PROKKA_03548,PROKKA_02971,PROKKA_00368,PROKKA_01875,PROKKA_00359,PROKKA_01081,PROKKA_03090,b1707,ECUMN_1998,UTI89_C1900
1179_Putative_Transposase,,c1219,,,,,,,,,,,,,,,,,
94581_hypothetical_protein,,,,,,,,,,,,,,,,,,,UTI89_P139
27223_hypothetical_protein,,,,,,,PROKKA_01969,,,,,,,,,,,,
77434_yeeN,ECP_RS10015,c2445,PROKKA_01656,PROKKA_00318,PROKKA_00734,PROKKA_01520,PROKKA_02001,PROKKA_04629,PROKKA_04249,PROKKA_03936,PROKKA_02654,PROKKA_00748,PROKKA_02187,PROKKA_00701,PROKKA_01394,PROKKA_02773,b1983,ECUMN_2321,UTI89_C2196
44947_yheI_2,,,,,,,,,,PROKKA_05588,,,,,,,,,
75551_yabQ,,,,,,,,,,,,,,,,,b0057,,
63929_hypothetical_protein,,,,,,,,,,,,,,PROKKA_03348,,,,,
77941_yfgI,ECP_RS12800,c3025,PROKKA_02254,PROKKA_00887,PROKKA_01289,PROKKA_02097,PROKKA_02535,PROKKA_04047,PROKKA_03712,PROKKA_04636,PROKKA_02126,PROKKA_01315,PROKKA_02890,PROKKA_01293,PROKKA_01935,PROKKA_02187,b2506,ECUMN_2820,UTI89_C2824
2349_Hypothetical_protein,ECP_RS09885,c2414,,,,,,PROKKA_04660,PROKKA_04276,,PROKKA_02680,PROKKA_00659,,PROKKA_00674,PROKKA_01366,PROKKA_02800,,,
80682_conserved_hypothetic..,,,,,,,,,,,,,,,,,,ECUMN_0923,UTI89_C0779
82653_hypothetical_protein..,,,,,,,,,,,,,,,,,,ECUMN_2954,
81515_hypothetical_protein,,,,,,,,,,,,,,,,,,ECUMN_1775,
76741_osmB,ECP_RS06790,c1753,PROKKA_00923,PROKKA_04241,PROKKA_00047,PROKKA_00679,PROKKA_01300,PROKKA_00202,PROKKA_00186,PROKKA_03202,PROKKA_03360,PROKKA_00025 PROKKA_05110,PROKKA_01312,PROKKA_05031,PROKKA_00707,PROKKA_03461,b1283,ECUMN_1586,UTI89_C1555
79529_yjfK,ECP_RS22555,c5267,PROKKA_04216,PROKKA_02651,PROKKA_03378,PROKKA_04113,PROKKA_04374,PROKKA_02089,PROKKA_01835,PROKKA_01461,PROKKA_00201,PROKKA_03405,PROKKA_03732,PROKKA_03171,PROKKA_03957,PROKKA_00104,b4183,ECUMN_4716,UTI89_C4783
78929_cspA,ECP_RS18650,c4377,PROKKA_03446,PROKKA_01974,PROKKA_02555,PROKKA_03354,PROKKA_03652,PROKKA_02834,PROKKA_02549,PROKKA_00595,PROKKA_00935,PROKKA_02569,PROKKA_04460,PROKKA_02457,PROKKA_03055,PROKKA_00916,b3556,ECUMN_4068,UTI89_C4097
78069_yfjU,,,,,,,,,,,,,,,,,b2638,,
76803_dgcM,ECP_RS07095,c1815,PROKKA_00973,PROKKA_04302,PROKKA_00107,PROKKA_00743,PROKKA_01361,PROKKA_00140,PROKKA_00126,,PROKKA_03303,PROKKA_00084,PROKKA_01382,PROKKA_00015 PROKKA_05090,PROKKA_00763,PROKKA_03399,b1341,ECUMN_1637,UTI89_C1612
10030_hypothetical_protein,,,PROKKA_04715,,,,,,,,,,PROKKA_03074,,,,,ECUMN_0301,
19762_mcbA,,,,,PROKKA_05243,,,,,,,,,,,,,,
77966_iscR,ECP_RS12940,c3057,PROKKA_02289,PROKKA_00915,PROKKA_01322,PROKKA_02126,PROKKA_02566,PROKKA_04013,PROKKA_03680,PROKKA_04687,PROKKA_02095,PROKKA_01399,PROKKA_02928,PROKKA_01325,PROKKA_01969,PROKKA_02155,b2531,ECUMN_2851,UTI89_C2853
77446_yeeR,,c1274 c3664,,,,,,PROKKA_00616 PROKKA_01453,,PROKKA_04976,,PROKKA_01887,,PROKKA_04629,,PROKKA_01614 PROKKA_03808,b2001,ECUMN_3401,
19742_traI_2,,,,,PROKKA_05222 PROKKA_05477,,,,,PROKKA_05607,,,,,,,,,
38916_UDP-glucose_4-epimer..,,,,,,,,,PROKKA_04178,,,,,,,,,,
24313_fhuD_2,,,,,,PROKKA_04522,,,,,,,,,,,,,
55932_nrfB_1,,,,,,,,,,,,,PROKKA_03939,,,,,,
2291_Hypothetical_protein,,c2356,,,,,,,,,,,,,,,,,
23492_wecB_3,,,,,,PROKKA_03642,,,,,,,PROKKA_05743,,,,,,
77724_nuoG,ECP_RS11830,c2824,PROKKA_02056,PROKKA_00627,PROKKA_01088,PROKKA_01867 PROKKA_05241,PROKKA_02323,PROKKA_04242,PROKKA_03903,PROKKA_04386,PROKKA_02313,PROKKA_01121,PROKKA_02659,PROKKA_01103,PROKKA_01748,PROKKA_02386,b2283,ECUMN_2622,UTI89_C2563
38850_hypothetical_protein,,,,,,,,,PROKKA_04107,,,,,,,,,,
70699_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_00344,,,
44946_hypothetical_protein,,,,,,,,,,PROKKA_05587,,,,,,,,,
17415_hypothetical_protein,,,,,PROKKA_02746,,,,,,,,PROKKA_03589 PROKKA_04243,,,,,,
36198_hypothetical_protein,,,,,,,,,PROKKA_01301,,,,,,,,,,
7433_yejE_2,,,PROKKA_01950,,,PROKKA_01770,,,,,,,PROKKA_02520,,,,,,
77042_ynfA,ECP_RS07805,c1972,PROKKA_01223,PROKKA_04532,PROKKA_00238,PROKKA_01063,PROKKA_01554,PROKKA_05095,PROKKA_04713,PROKKA_03412,PROKKA_03098,PROKKA_00236,PROKKA_01722,PROKKA_00227,PROKKA_00943,PROKKA_03224,b1582,ECUMN_1867,UTI89_C1769
10046_DNA-binding_transcri..,,,PROKKA_04731,PROKKA_03209,PROKKA_03948,,,,PROKKA_01245,PROKKA_02024,,,PROKKA_03091,,PROKKA_04478,,,ECUMN_0284,
77626_bcr,ECP_RS11325,c2719,PROKKA_01953,PROKKA_00541,PROKKA_00983,PROKKA_01773,PROKKA_02232,PROKKA_04347,PROKKA_04005,PROKKA_04214,PROKKA_02415,PROKKA_01017,PROKKA_02523,PROKKA_01000,PROKKA_01646,PROKKA_02489,b2182,ECUMN_2519,UTI89_C2459
1380_Hypothetical_protein,,c1428,,,,,,,,,,,,,,,,,
72678_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_02441,,,
19889_ugpB_2,,,,,PROKKA_05373,,,,,,,,,,,PROKKA_05251,,,
7196_hypothetical_protein,,,PROKKA_01700,,PROKKA_00782,,,,,,,,,,,,,,
75703_rnhA,ECP_RS01115,c0251,PROKKA_04650,PROKKA_03147,PROKKA_03901,PROKKA_04592,PROKKA_00042,PROKKA_01621,PROKKA_01331,PROKKA_01943,PROKKA_04497,PROKKA_03894,PROKKA_03178,PROKKA_03640,PROKKA_04401,PROKKA_04672,b0214,ECUMN_0211,UTI89_C0233
78553_deaD,ECP_RS16565,c3916,PROKKA_03013,PROKKA_01575,PROKKA_02135,PROKKA_02925,PROKKA_03254,PROKKA_03271,PROKKA_02983,PROKKA_00163,PROKKA_01358,PROKKA_02139,PROKKA_04913,PROKKA_02021,PROKKA_02635,PROKKA_01347,b3162,ECUMN_3644,UTI89_C3590
31574_Integrase_core_domai..,,,,,,,,PROKKA_01745,,,,,,,,,,,
9502_hypothetical_protein,,,PROKKA_04152,,,,,,,,,,PROKKA_03828,,,,,,
79534_yjfN,ECP_RS22580,c5276,PROKKA_04221,PROKKA_02656,PROKKA_03383,PROKKA_04119,PROKKA_04379,PROKKA_02084,PROKKA_01830,PROKKA_01466,PROKKA_00196,PROKKA_03400,PROKKA_03727,PROKKA_03176,PROKKA_03962,PROKKA_00098,b4188,ECUMN_4721,UTI89_C4788
76332_aqpZ,ECP_RS04480,c1009,PROKKA_00385,PROKKA_03840,PROKKA_04561,PROKKA_00165,PROKKA_00778,PROKKA_00879,PROKKA_00653,PROKKA_02626,PROKKA_03807,PROKKA_04558,PROKKA_00789,PROKKA_04371,PROKKA_00155,PROKKA_04041,b0875,ECUMN_1070,UTI89_C0878
13116_hypothetical_protein,,,,PROKKA_02895,,,,,,,,,,,,,,,
73650_hypothetical_protein,,,,,,,,,,,,,,,,PROKKA_03454,,,
21813_putative_transporter,,,,,,PROKKA_01879,,,,,,,,,,,,,
57590_tibA,,,,,,,,,,,,,PROKKA_05680,,,,,,
23043_feoB_2,,,,,,PROKKA_03172,,,,,,,,,,,,,
28106_Type_III_secretion_s..,,,,,,,PROKKA_02905,,,,,,,,,,,,
77252_yeaO,ECP_RS08885,c2197,PROKKA_01444,PROKKA_00106,PROKKA_00459,PROKKA_01311,PROKKA_01773,PROKKA_04869,PROKKA_04492,PROKKA_03639,PROKKA_02885,PROKKA_00455,PROKKA_01971,PROKKA_00446,PROKKA_01167,PROKKA_02989,b1792,ECUMN_2081,UTI89_C1988
78349_rsmE,ECP_RS15020,c3532,PROKKA_02744,PROKKA_01353,PROKKA_01797,PROKKA_02596,PROKKA_03005,PROKKA_03601,PROKKA_03246,PROKKA_05030,PROKKA_01612,PROKKA_01795,PROKKA_05305,PROKKA_01749,PROKKA_02375,PROKKA_01711,b2946,ECUMN_3298,UTI89_C3335
1595_modD,ECP_RS06295,c1647,PROKKA_00750,,PROKKA_05025,,,PROKKA_00309,PROKKA_00362,PROKKA_03015,PROKKA_03462,PROKKA_05007,PROKKA_01174,PROKKA_04932,PROKKA_00605,PROKKA_03562,,ECUMN_1488,UTI89_C1384
79214_hemG,ECP_RS20660,c4797,PROKKA_03764,PROKKA_02284,PROKKA_02975,PROKKA_03713,PROKKA_03990,PROKKA_02489,PROKKA_02229,PROKKA_00933,PROKKA_00606,PROKKA_02907,PROKKA_05836,PROKKA_02779,PROKKA_03422,PROKKA_00577,b3850,ECUMN_4374,UTI89_C4435
26410_hypothetical_protein,,,,,,,PROKKA_01120,,,,,,,,,,,,
25320_eno_2,,,,,,,PROKKA_04992,,,,,,PROKKA_06197,,,,,,
78293_idi,ECP_RS14725,c3467,PROKKA_02683,PROKKA_01284,PROKKA_01737,PROKKA_02527,PROKKA_02941,PROKKA_03662,PROKKA_03308,PROKKA_05090,PROKKA_01670,PROKKA_01737,PROKKA_05377,PROKKA_01691,PROKKA_02317,PROKKA_01773,b2889,ECUMN_3231,UTI89_C3274
78844_yhhN,ECP_RS18165,c4261,PROKKA_03306,PROKKA_01868,PROKKA_02448,PROKKA_03237,PROKKA_03556,PROKKA_02944,PROKKA_02660,PROKKA_00492,PROKKA_01041,PROKKA_02464,PROKKA_04583,PROKKA_02353,PROKKA_02951,PROKKA_01012,b3468,ECUMN_3930,UTI89_C3983
79217_yihD,ECP_RS20700,c4802,PROKKA_03773,PROKKA_02293,PROKKA_02983,PROKKA_03722,PROKKA_03999,PROKKA_02480,PROKKA_02221,PROKKA_00942,PROKKA_00597,PROKKA_02916,PROKKA_05851,PROKKA_02788,PROKKA_03431,PROKKA_00568,b3858,ECUMN_4382,UTI89_C4445
77699_arnF,ECP_RS11725,c2801,PROKKA_02035,PROKKA_00607,PROKKA_01067,PROKKA_01847,PROKKA_02301,PROKKA_04263,PROKKA_03924,PROKKA_04365,PROKKA_02336,PROKKA_01100,PROKKA_02631,PROKKA_01081,PROKKA_01726,PROKKA_02407,b2258,ECUMN_2601,UTI89_C2541
18085_pdxA2_1,,,,,PROKKA_03474,,,,,,,,,,,,,,
2310_Hypothetical_protein,ECP_RS26270,c2375,,,,,,,,,,,,,,,,ECUMN_2248,UTI89_C2158
59406_ynfM_1,,,,,,,,,,,,,PROKKA_01740,,,,,,
48043_Enterobacterial_Ail-..,,,,,,,,,,,PROKKA_03240,,,,,,,,
59262_hypothetical_protein,,,,,,,,,,,,,PROKKA_01587,,,,,,
12177_HicB_family_protein,,,,PROKKA_01882,,PROKKA_03261,PROKKA_03570,,PROKKA_02645,,,,PROKKA_04567,,,,,,
77107_ydhK,ECP_RS08115,c2037,PROKKA_01288,PROKKA_04596,PROKKA_00305,PROKKA_01139,PROKKA_01621,PROKKA_05026,PROKKA_04651,PROKKA_03478,PROKKA_03037,PROKKA_00301,PROKKA_01797,PROKKA_00292,PROKKA_01011,PROKKA_03161,b1645,ECUMN_1936,UTI89_C1836
75786_rclB,ECP_RS01865,c0419,,,,,,,,,,,,,,,b0303,ECUMN_0341,UTI89_C0326
22863_gltB_2,,,,,,PROKKA_02983,,,,,,,,,,,,,
48058_hypothetical_protein,,,,,,,,,,,PROKKA_03255,,PROKKA_01432,,,,,,
29604_hypothetical_protein,,,,,,,PROKKA_04502,,,,,,,,,,,,
56199_hypothetical_protein,,,,,,,,,,,,,PROKKA_04228,,,,,,
76347_lolA,ECP_RS04565,c1028,PROKKA_00403,PROKKA_03857,PROKKA_04578,PROKKA_00184,PROKKA_00811,PROKKA_00860,PROKKA_00634,PROKKA_02644,PROKKA_03789,PROKKA_04575,PROKKA_00860,PROKKA_04398,PROKKA_00202,PROKKA_04010,b0891,ECUMN_1086,UTI89_C0906
375_Hypothetical_protein,,c0394,,,,,,,,,,,,,,,,,UTI89_C0298
78758_php,ECP_RS17665,c4149,PROKKA_03213,PROKKA_01775,PROKKA_02357,PROKKA_03138,PROKKA_03461,PROKKA_03046,PROKKA_02761,PROKKA_00390,PROKKA_01137,PROKKA_02363,PROKKA_04685,PROKKA_02246,PROKKA_02856,PROKKA_01116,b3379,ECUMN_3836,UTI89_C3877
76978_dgcF,ECP_RS07675,c1945,PROKKA_01136,PROKKA_04465,PROKKA_00214,PROKKA_00984,PROKKA_01519,PROKKA_05126,PROKKA_04804,PROKKA_03382,PROKKA_03120,PROKKA_00207,PROKKA_01613,PROKKA_00140,PROKKA_00914,PROKKA_03251,b1522,ECUMN_1790,UTI89_C1741
81418_conserved_hypothetic..,ECP_RS07280,,,,,,,,,,,,,,,,,ECUMN_1673,
71018_asnC,,,,,,,,,,,,,,,,PROKKA_00707,,,
90006_hypothetical_protein,,,,,,,,,,,,,,,,,,,UTI89_C0640
24970_mngB_1,,,,,,PROKKA_05211,,,,,,,,,,,,,
78298_xerD,ECP_RS14750,c3474,PROKKA_02688,PROKKA_01289,PROKKA_01742,PROKKA_02533,PROKKA_02946,PROKKA_03655,PROKKA_03303,PROKKA_05085,PROKKA_01665,PROKKA_01742,PROKKA_05369,PROKKA_01696,PROKKA_02322,PROKKA_01768,b2894,ECUMN_3236,UTI89_C3279
20506_potB_1,,,,,,PROKKA_00514,,,,,,,,,,,,,
55088_Ash_protein_family_p..,,,,,,,,,,,,,PROKKA_03058,,PROKKA_04507,,,,
37416_gadW_1,,,,,,,,,PROKKA_02606,,,,,PROKKA_02411,,,,,
24443_lafS_2,,,,,,PROKKA_04661,,,,,,,,,,,,,
2965_Hypothetical_protein,,c3040,,,,,,,,,,,,,,,,,UTI89_C2839
81379_conserved_hypothetic..,,,,,,,,,,,,,,,,,,ECUMN_1632,
15040_asr,,,,,PROKKA_00254,,,,,,,,,,,,,,
78683_rplR,ECP_RS17300,c4066,PROKKA_03157,PROKKA_01719,PROKKA_02286,PROKKA_03078,PROKKA_03398,PROKKA_03116,PROKKA_02831,PROKKA_00319,PROKKA_01207,PROKKA_02291,PROKKA_04748,,PROKKA_02785,PROKKA_01189,b3304,ECUMN_3777,UTI89_C3751
75508_dnaK,ECP_RS00075,c0019,PROKKA_04443,PROKKA_02938,PROKKA_03676,PROKKA_04369,PROKKA_04623,PROKKA_01843,PROKKA_01546,PROKKA_01728,PROKKA_04719,PROKKA_03676,PROKKA_03421,PROKKA_03423,PROKKA_04186,PROKKA_04887,b0014,ECUMN_0014,UTI89_C0016
3590_Hypothetical_protein,,c3672,,,,,,,,,,,,,,,,,
19184_hypothetical_protein,,,,,PROKKA_04632,,,,,,,,,,,,,,
44546_hypothetical_protein,,,,,,,,,,PROKKA_04649 PROKKA_05378,,,PROKKA_04279,,,,,,
24475_hypothetical_protein,,,,,,PROKKA_04694,,,,,,,,,,,,,
61447_virB4_1,,,,,,,,,,,,,,PROKKA_00724,,,,,
75581_murF,ECP_RS00455,c0104,PROKKA_04519,PROKKA_03015,PROKKA_03761,PROKKA_04450,PROKKA_04708,PROKKA_01761,PROKKA_01465,PROKKA_01805,PROKKA_04635,PROKKA_03754,PROKKA_03329,PROKKA_03504,PROKKA_04264,PROKKA_04809,b0086,ECUMN_0086,UTI89_C0095
832_Hypothetical_protein,,c0859,,,,,,,,,,,,,,,,,
79185_rarD,ECP_RS20405,c4740,PROKKA_03735,PROKKA_02255,PROKKA_02926,PROKKA_03682,PROKKA_03960,PROKKA_02542,PROKKA_02273,PROKKA_00881,PROKKA_00657,PROKKA_02856,PROKKA_05783,PROKKA_02733,PROKKA_03371,PROKKA_00629,b3819,ECUMN_4345,UTI89_C4382
65751_hypothetical_protein,,,,,,,,,,,,,,,PROKKA_00096,,,,
13004_fucA_3,,,,PROKKA_02778,,,,,,,,,,,,,,,
1385_Lysis_protein_S_homo..,,c1433,PROKKA_00854,,PROKKA_05160,,,PROKKA_00474,PROKKA_00252,PROKKA_03133,,PROKKA_04822,,PROKKA_04817,,,,ECUMN_1333,UTI89_C1487
81080_rem,,,,,,,,,,,,,,,,,,ECUMN_1324,
56634_hypothetical_protein,,,,,,,,,,,,,PROKKA_04677,,,,,,
81112_conserved_hypothetic..,,,,,,,,,,,,,,,,,,ECUMN_1358,
28254_putative_permease_Yj..,,,,,,,PROKKA_03059,,,,,,,,,,,,
79420_nrfE,ECP_RS21950,c5070,PROKKA_04059,PROKKA_02540,PROKKA_03245,PROKKA_03993,PROKKA_04257,PROKKA_02210,PROKKA_01955,PROKKA_01255,PROKKA_00331,PROKKA_03181,PROKKA_03934,PROKKA_03050,PROKKA_03728,PROKKA_00228,b4074,ECUMN_4610,UTI89_C4664
30548_hypothetical_protein,,,,,,,,PROKKA_00670,,,,,,,,,,,
77019_cspB,,c3184,PROKKA_01199,PROKKA_04516,,,,,PROKKA_04741,,,,,PROKKA_00204,,,b1557,ECUMN_1844,
91995_bacteriophage_ST64T_..,,,,,,,,,,,,,,,,,,,UTI89_C2663
78620_rplM,ECP_RS16880,c3985,PROKKA_03082,PROKKA_01645,PROKKA_02203,PROKKA_02996,PROKKA_03323,PROKKA_03203,PROKKA_02915,PROKKA_00232,PROKKA_01291,PROKKA_02205,PROKKA_04840,PROKKA_02089,PROKKA_02701,PROKKA_01277,b3231,ECUMN_3705,UTI89_C3661
79540_ulaB,ECP_RS22610,c5283,PROKKA_04227,PROKKA_02662,PROKKA_03389,PROKKA_04125,PROKKA_04385,PROKKA_02078,PROKKA_01824,PROKKA_01472,PROKKA_00190,PROKKA_03394,PROKKA_03721,PROKKA_03182,PROKKA_03968,PROKKA_00092,b4194,ECUMN_4727,UTI89_C4794
26940_ydiN_1,,,,,,,PROKKA_01674,,,,,,,,,,,,
73905_fhuE_1,,,,,,,,,,,,,,,,PROKKA_03718,,,
79454_crfC,ECP_RS22170,c5114,PROKKA_04090,PROKKA_02571,PROKKA_03290,PROKKA_04032,PROKKA_04289,PROKKA_02167,PROKKA_01913,PROKKA_01297,PROKKA_00288,PROKKA_03224,PROKKA_03892,PROKKA_03093,PROKKA_03771,PROKKA_00182,b4109,ECUMN_4640,UTI89_C4703
78915_dppD,ECP_RS18565,c4356,PROKKA_03428,PROKKA_01952,PROKKA_02539,PROKKA_03336,PROKKA_03635,PROKKA_02851,PROKKA_02571,PROKKA_00574,PROKKA_00951,PROKKA_02552,PROKKA_04480,PROKKA_02440,PROKKA_03038,PROKKA_00931,b3541,ECUMN_4051,UTI89_C4079
58563_hypothetical_protein,,,,,,,,,,,,,PROKKA_00867,,,,,,
19529_putative_periplasmic..,,,,,PROKKA_04984,,PROKKA_04988,PROKKA_00352,,,,,PROKKA_06202,,,,,,
4189_Putative_aldolase,,c4284,PROKKA_03346,,PROKKA_02470,PROKKA_03260,,PROKKA_02923,,,PROKKA_01020,PROKKA_02485,,PROKKA_02374,PROKKA_02972,,,ECUMN_3969,UTI89_C4005
3264_Hypothetical_protein,,c3343,,,,,,,,,,,,,,,,,
77220_ynjH,ECP_RS08705,c2161,PROKKA_01413,PROKKA_00083,PROKKA_00426,PROKKA_01277,PROKKA_01748,PROKKA_04903,PROKKA_04527,PROKKA_03601,PROKKA_02917,PROKKA_00421,PROKKA_01935,PROKKA_00412,PROKKA_01135,PROKKA_03033,b1760,,UTI89_C1956
18387_imm_1,ECP_RS00590,,,,PROKKA_03788,,,PROKKA_01731,,,,PROKKA_03784,,,PROKKA_04294,PROKKA_04782,,,UTI89_C0122
43721_hypothetical_protein,,,,,,,,,,PROKKA_03788,,,,,,,,,
58291_cbtA_1,,,,,,,,,,,,,PROKKA_00585,,,,,,
46895_hypothetical_protein,,,,,,,,,,,PROKKA_02040,,,,,,,,
76348_rarA,ECP_RS04570,c1029,PROKKA_00404,PROKKA_03858,PROKKA_04579,,PROKKA_00812,PROKKA_00859,PROKKA_00633,PROKKA_02645,PROKKA_03788,PROKKA_04576,PROKKA_00861,PROKKA_04399,PROKKA_00203,PROKKA_04009,b0892,ECUMN_1087,UTI89_C0907
79492_epmB,ECP_RS22370,c5231,PROKKA_04177,PROKKA_02611,PROKKA_03338,PROKKA_04075,PROKKA_04330,PROKKA_02127,PROKKA_01874,PROKKA_01415,PROKKA_00240,PROKKA_03443,PROKKA_03775,PROKKA_03132,PROKKA_03919,PROKKA_00142,b4146,ECUMN_4681,UTI89_C4744
27326_hypothetical_protein,,,,,,,PROKKA_02080,,,,,,,,,,,,
2439_Hypothetical_protein,,c2508,,,,,,PROKKA_00689,,,,,,,,,,,
49681_hypothetical_protein,,,,,,,,,,,PROKKA_04955,,,,,,,,
6399_Phage_terminase_larg..,,,PROKKA_00862,,,,,PROKKA_00464,,,,,,PROKKA_04824,,,,,
77566_yehR,ECP_RS11005,c2653,PROKKA_01892,PROKKA_00481,PROKKA_00923,PROKKA_01699,PROKKA_02170,PROKKA_04408,PROKKA_04066,PROKKA_04155,PROKKA_02475,PROKKA_00957,PROKKA_02448,PROKKA_00937,PROKKA_01586,PROKKA_02550,b2123,ECUMN_2457,UTI89_C2395
10699_erfK_1,,,,PROKKA_00326,,,,,,,,,,,,,,,
55424_Sulfatase,,,,,,,,,,,,,PROKKA_03413,,,,,,
30490_hypothetical_protein,,,,,,,,PROKKA_00609,,,,,,,,,,,
87727_glycosyl_transferase,ECP_RS15475,,,,,,,,,,,,,,,,,,
5630_hypothetical_protein,,,PROKKA_00042,,,,,,,,,,,,,,,,
77258_yoaG,ECP_RS08910,c2202,PROKKA_01448,PROKKA_00111,PROKKA_00463,PROKKA_01316,PROKKA_01779,PROKKA_04865,PROKKA_04488,PROKKA_03643,PROKKA_02881,PROKKA_00459,PROKKA_01975,PROKKA_00450,PROKKA_01171,PROKKA_02985,b1796,ECUMN_2086,UTI89_C1994
5045_Hypothetical_protein,,c5154,,,,,,,,,,,,,,,,,
3426_Hypothetical_protein,ECP_RS14910,c3508,PROKKA_02724,PROKKA_01327,PROKKA_01777,PROKKA_02573,PROKKA_02984,PROKKA_03621,PROKKA_03269,PROKKA_05051,PROKKA_01632,PROKKA_01775,,PROKKA_01729,PROKKA_02355,PROKKA_01733,,ECUMN_3275,UTI89_C3313
10698_hypothetical_protein,,,,PROKKA_00324,,,,,,,,,,,,,,,
80411_hypothetical_protein,,,,,,,,,,,,,,,,,,ECUMN_0643,
2252_Hypothetical_protein,,c2317,,,,,,,,,,,,,,,,ECUMN_2198,
75568_leuB,ECP_RS00390,c0090,PROKKA_04507,PROKKA_03002,PROKKA_03749,PROKKA_04438,PROKKA_04721,PROKKA_01775,PROKKA_01477,PROKKA_01793,PROKKA_04647,PROKKA_03742,PROKKA_03342,PROKKA_03492,PROKKA_04252,PROKKA_04821,b0073,ECUMN_0075,UTI89_C0080
59320_hypothetical_protein,,,,,,,,,,,,,PROKKA_01647,,,,,,
75886_secF,ECP_RS02340,c0519,PROKKA_04899,PROKKA_03379,PROKKA_04093,PROKKA_04857,PROKKA_00235,PROKKA_01318,PROKKA_01108,PROKKA_02166,PROKKA_04249,PROKKA_04126,PROKKA_00125,PROKKA_03929,PROKKA_04641,PROKKA_04490,b0409,ECUMN_0447,UTI89_C0431
22112_DTW_domain_protein,,,,,,PROKKA_02191,,,,,,,,,,,,,
77316_zwf,ECP_RS09210,c2265,PROKKA_01512,PROKKA_00176,PROKKA_00518,PROKKA_01388,PROKKA_01842,PROKKA_04804,PROKKA_04426,PROKKA_03701,PROKKA_02823,PROKKA_00516,PROKKA_02042,PROKKA_00509,PROKKA_01225,PROKKA_02925,b1852,ECUMN_2149,UTI89_C2055
1985_Hypothetical_protein,,c2047,,,,,,,,,,,,,,,,,UTI89_C1844
79523_purA,ECP_RS22525,c5261,PROKKA_04210,PROKKA_02645,PROKKA_03372,PROKKA_04107,PROKKA_04362,PROKKA_02095,PROKKA_01841,PROKKA_01449,PROKKA_00208,PROKKA_03411,PROKKA_03740,PROKKA_03165,PROKKA_03951,PROKKA_00110,b4177,ECUMN_4710,UTI89_C4777
52800_hypothetical_protein,,,,,,,,,,,,PROKKA_03260,,,,,,,
59059_abgB_1,,,,,,,,,,,,,PROKKA_01375,,,,,,
1480_Hypothetical_protein,,c1528,,,,,,,,,,,,,,,,,
78029_bamD,ECP_RS13295,c3117,PROKKA_02360,PROKKA_00983,PROKKA_01385,PROKKA_02207,PROKKA_02635,PROKKA_03951,PROKKA_03617,PROKKA_04757,PROKKA_01974,PROKKA_01462,PROKKA_05711,PROKKA_01398,PROKKA_02037,PROKKA_02082,b2595,ECUMN_2922,UTI89_C2928
79204_tatC,ECP_RS20610,c4787,PROKKA_03754,PROKKA_02274,PROKKA_02965,PROKKA_03702,PROKKA_03979,PROKKA_02499,PROKKA_02239,PROKKA_00922,PROKKA_00616,PROKKA_02897,PROKKA_05826,PROKKA_02769,PROKKA_03412,PROKKA_00587,b3839,ECUMN_4364,UTI89_C4425
78482_ygjP,ECP_RS16200,c3843,PROKKA_02937,PROKKA_01494,PROKKA_02064,PROKKA_02837,PROKKA_03153,PROKKA_03344,PROKKA_03053,PROKKA_00087,PROKKA_01429,PROKKA_02070,PROKKA_05000,PROKKA_01947,PROKKA_02562,PROKKA_01424,b3085,ECUMN_3568,UTI89_C3523
75775_ecpC,ECP_RS01780,c0402,PROKKA_04777,PROKKA_03261,PROKKA_03985,PROKKA_04729,PROKKA_00109,PROKKA_01433,PROKKA_01216,PROKKA_02058,PROKKA_04351,PROKKA_04021,PROKKA_03029,PROKKA_03819,PROKKA_04536,PROKKA_04605,b0291,ECUMN_0325,UTI89_C0307
34511_adrB_3,,,,,,,,PROKKA_04848,,,,,,,,,,,
